TILEMAP
36 28 							-- Size of tile map in tiles
16 16 							-- Tile size & block size
images/tilesheet_definitivo_v1.png 	-- Tilesheet
16 16 								-- Number of tiles in tilesheet
32,32,32,32,32,32,32,32,32,32,32,32,32,4,4,4,4,4,4,4,4,4,4,32,32,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,32,4,4,18,18,18,18,18,18,18,18,18,18,4,4,32,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,32,4,18,18,18,18,18,18,18,18,18,18,18,34,18,18,4,32,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,32,4,14,14,14,14,14,14,14,14,14,14,14,14,34,14,14,14,4,32,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,32,4,18,18,18,18,18,18,18,18,18,18,18,18,18,34,18,18,18,18,4,32,32,32,32,32,32,32,32
32,32,32,32,32,32,32,4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,18,18,18,18,18,4,32,32,32,32,32,32,32
32,32,32,32,32,32,4,14,14,34,14,10,14,10,14,10,14,14,14,10,14,10,14,14,10,14,14,14,14,4,32,32,32,32,32,32
32,32,32,32,32,4,18,18,18,50,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,4,32,32,32,32,32
32,32,32,32,4,18,18,18,18,50,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,4,32,32,32,32
32,32,32,4,14,14,14,14,10,14,10,14,10,14,14,14,14,14,14,14,14,14,14,10,14,10,14,10,14,34,14,14,4,32,32,32
32,32,4,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,18,18,18,4,32,32
32,4,18,34,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,18,18,18,18,4,32
14,14,14,50,14,14,14,10,14,10,14,10,14,14,14,14,14,14,14,14,14,14,14,14,10,14,10,14,10,14,14,14,14,14,14,14
32,18,18,34,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,32
32,18,18,50,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,34,18,32
14,14,14,14,14,14,10,14,10,14,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,14,10,14,10,14,14,14,50,14,14
32,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,34,14,32
32,14,34,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,14,32
32,14,50,14,14,10,14,10,14,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,14,10,14,10,14,14,14,14,32
32,18,34,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,32
32,18,50,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,34,18,32
14,14,14,14,10,14,10,14,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,10,14,10,14,10,14,34,14,14
32,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,14,32
32,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,34,14,32
32,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,50,14,32
1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
