TILEMAP
36 28 							-- Size of tile map in tiles
16 16 							-- Tile size & block size
images/tilesheet_definitivo_v1.png 	-- Tilesheet
16 16 								-- Number of tiles in tilesheet
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,53,53,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,18,53,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,50,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,50
0,0,0,50,35,18,18,53,18,18,18,18,18,18,18,18,18,18,18,53,18,18,18,18,18,18,18,18,18,18,18,53,53,18,24,50
0,0,0,1,2,2,2,2,2,2,2,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,2,2,2,2,2,2,2,8
0,0,0,35,53,53,53,53,53,53,53,34,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,34,53,53,53,53,53,53,53,24
0,0,0,35,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,24
16,16,16,35,53,53,53,53,53,53,53,34,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,34,53,53,53,53,53,53,53,24
32,32,32,35,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,24
32,32,32,35,53,53,53,53,53,53,53,34,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,34,53,53,53,53,53,53,53,24
32,32,32,35,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,24
32,32,32,35,53,2,2,2,2,2,2,34,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34,2,2,2,2,2,2,53,24
32,32,32,35,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,50,53,53,53,53,53,53,53,24
32,32,32,1,2,2,2,3,34,34,1,2,2,2,3,34,34,1,2,2,2,3,34,34,1,2,2,2,3,34,34,1,2,2,2,51
32,32,32,35,18,18,18,19,50,50,35,18,18,18,19,50,50,35,18,18,18,19,50,50,35,18,18,18,19,50,50,35,18,18,18,19
32,32,32,35,18,18,18,19,34,34,35,18,18,18,19,34,34,35,18,18,18,19,34,34,35,18,18,18,19,34,34,35,18,18,18,19
32,32,32,35,18,18,18,19,50,50,35,18,18,18,19,50,50,35,18,18,18,19,50,50,35,18,18,18,19,50,50,35,18,18,18,19
48,48,48,48,48,48,48,48,48,48,48,48,48,10,10,10,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,51,48
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
